,Unnamed: 0,tc,test #,kp,kd,ki,ess_step,IAE,ITAE,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,Eng-rel,osc_p,osc_s,parameter_code,eng-diff,mr_RT,mr_PR,mr_ess_g,mr_IAE,mr_ITAE,mr_Eng_p_s,mr_EngS,mr_osc,total_one
1025,1025,tc104,119,8.333333333333334,0.5,520.8333333333334,0.8928571428571428,0.1341640786499874,0.0096,0.12,0.016,0.06,1.033,0.132,45911060.789,407453728305.715,0.0001126779744534,1,1,lll,583686025977.8411,0.0,1.0,,0.0,,,1.0,1.0,3.0
1026,1026,tc104,11,16.666666666666668,0.4166666666666667,952.3809523809524,0.9433962264150942,0.128086884574495,0.00875,0.06,0.0175,0.025,1.323,0.114,73003820.8,181010799038.266,0.000403311963639,1,1,hll,810128955245.29,1.0,0.0,1.0,1.0,1.0,1.0,,,5.0
1027,1027,tc104,120,8.333333333333334,0.6666666666666667,138.8888888888889,0.8928571428571428,0.3,0.048,0.12,0.06,0.08,1.069,0.232,25331608.427,200139561482.907,0.0001265697208453,1,3,llh,791000192800.649,0.0,0.0,0.0,1.0,1.0,1.0,,,3.0
1028,1028,tc104,121,14.285714285714285,0.1428571428571428,1587.3015873015872,0.9345794392523364,0.0537852874200477,0.0015428571428571,0.07,0.009,0.01,1.536,0.07,195450043.403,896957963752.202,0.000217903236608,1,1,hhl,94181790531.354,1.0,0.0,0.0,,0.0,0.0,,,1.0
1029,1029,tc104,122,20.0,1.6,833.3333333333334,0.9523809523809523,0.2939387691339813,0.0460799999999999,0.05,0.024,0.08,1.097,0.202,29391168.015,63562319580.884,0.0004623992360379,1,1,hlh,927577434702.672,0.0,0.0,1.0,,,1.0,,,2.0
1030,1030,tc104,123,20.0,0.2,677.9661016949153,0.9523809523809523,0.1152171862180291,0.00708,0.05,0.0295,0.01,1.424,0.147,65641558.348,91357096803.324,0.0007185162471757,1,1,hll,899782657480.232,0.0,0.0,1.0,1.0,1.0,1.0,,,4.0
1031,1031,tc104,124,14.285714285714285,0.5,272.10884353741494,0.9345794392523364,0.2430277761902947,0.0314999999999999,0.07,0.0525,0.035,1.21,0.19,34430311.325,82651798266.129,0.0004165706257731,1,1,hll,908487956017.427,0.0,0.0,1.0,1.0,1.0,1.0,,,4.0
1032,1032,tc104,125,4.3478260869565215,0.0217391304347826,193.23671497584544,0.8130081300813008,0.0331744401348518,0.0005869565217391,0.23,0.0225,0.005,1.337,0.064,135839583.583,971196149460.428,0.0001398683300571,1,1,lll,19943604823.12805,1.0,0.0,,1.0,,,1.0,1.0,4.0
1033,1033,tc104,126,11.11111111111111,0.611111111111111,740.7407407407408,0.9174311926605504,0.1436140661634507,0.011,0.09,0.015,0.055,1.063,0.123,48352288.448,276881082490.858,0.0001746319683996,1,1,elh,714258671792.698,1.0,0.0,1.0,1.0,1.0,1.0,,,5.0
1034,1034,tc104,127,7.692307692307692,0.423076923076923,466.2004662004661,0.8849557522123894,0.1253264966766037,0.008376923076923,0.13,0.0165,0.055,1.04,0.122,49357610.847,467267717803.212,0.0001056302606973,1,1,lll,523872036480.34406,1.0,1.0,,0.0,,,1.0,1.0,4.0
1035,1035,tc104,128,4.545454545454546,0.1818181818181818,303.03030303030306,0.819672131147541,0.078334945180064,0.0032727272727272,0.22,0.015,0.04,1.027,0.099,61972054.13,664084420457.102,9.331954224636598e-05,1,1,lll,327055333826.454,1.0,1.0,,1.0,,,1.0,1.0,5.0
1036,1036,tc104,129,6.25,0.0,657.8947368421053,div0,0.0032727272727272,0.0032727272727272,0.16,0.0095,0.0,1.68,0.05,561822461.658,5168362834747.128,0.0001087041447401,1,1,lll,-4177223080463.572,1.0,0.0,,1.0,,,0.0,1.0,3.0
1037,1037,tc104,12,3.333333333333333,0.2666666666666666,125.7861635220126,0.7692307692307692,0.1260952021291849,0.00848,0.3,0.0265,0.08,1.001,0.205,32146436.037,731028579301.354,4.397425346588014e-05,1,5,lll,260111174982.20203,0.0,1.0,,0.0,,,1.0,0.0,2.0
1038,1038,tc104,130,14.285714285714285,0.5714285714285714,649.3506493506493,0.9345794392523364,0.1681835731744164,0.0150857142857142,0.07,0.022,0.04,1.198,0.132,51089027.857,148813782889.147,0.0003433084413629,1,1,hlh,842325971394.409,0.0,0.0,1.0,,,1.0,,,2.0
1039,1039,tc104,131,20.0,1.1,1290.3225806451612,0.9523809523809523,0.1958634728580089,0.02046,0.05,0.0155,0.055,1.143,0.143,44386277.242,110841389666.604,0.0004004485813062,1,1,hlh,880298364616.952,0.0,0.0,1.0,,,1.0,,,2.0
1040,1040,tc104,132,11.11111111111111,0.6666666666666666,167.0843776106934,0.9174311926605504,0.3158322339470751,0.0532,0.09,0.0665,0.06,1.118,0.226,26279534.835,113317623179.497,0.0002319103957322,1,3,elh,877822131104.0591,0.0,0.0,1.0,1.0,1.0,1.0,,,4.0
1041,1041,tc104,133,6.666666666666667,0.5333333333333333,833.3333333333334,0.8695652173913044,0.0979795897113271,0.00512,0.15,0.008,0.08,1.0,0.194,40169386.132,698161129270.178,5.7535981950171054e-05,11,45,lll,292978625013.37805,0.0,1.0,,1.0,,,1.0,0.0,3.0
1042,1042,tc104,134,6.666666666666667,0.0333333333333333,193.23671497584544,0.8695652173913044,0.0508674748734395,0.00138,0.15,0.0345,0.005,1.35,0.085,95590528.952,516037230439.023,0.0001852395976752,1,1,lll,475102523844.533,1.0,0.0,,1.0,,,1.0,1.0,4.0
1043,1043,tc104,135,7.142857142857142,0.25,840.3361344537814,0.8771929824561403,0.0691465834296966,0.00255,0.14,0.0085,0.035,1.026,0.074,83628880.675,937451195026.096,8.920878347450611e-05,1,1,lll,53688559257.46008,1.0,1.0,,1.0,,,1.0,1.0,5.0
1044,1044,tc104,136,6.666666666666667,0.4,91.32420091324202,0.8695652173913044,0.2563201123595259,0.0350399999999999,0.15,0.073,0.06,1.079,0.206,29092571.056,302202651473.279,9.626841761370976e-05,1,3,lll,688937102810.2771,0.0,0.0,,0.0,,,1.0,1.0,2.0
1045,1045,tc104,137,4.545454545454546,0.1590909090909091,267.379679144385,0.819672131147541,0.0780078667361649,0.0032454545454545,0.22,0.017,0.035,1.051,0.092,65837375.582,654861604437.179,0.0001005363196374,1,1,lll,336278149846.3771,1.0,0.0,,1.0,,,1.0,1.0,4.0
1046,1046,tc104,138,7.692307692307692,0.423076923076923,1025.6410256410256,0.8849557522123894,0.0844951068223662,0.0038076923076923,0.13,0.0075,0.055,1.0,0.129,57669795.002,789988869359.71,7.300076904721665e-05,1,1,lll,201150884923.84607,0.0,1.0,,1.0,,,1.0,1.0,4.0
1047,1047,tc104,139,4.3478260869565215,0.0434782608695652,82.81573498964804,0.8130081300813008,0.0716649814429431,0.0027391304347826,0.23,0.0525,0.01,1.166,0.1,64014892.443,574909406469.051,0.0001113477910131,1,1,lll,416230347814.505,1.0,0.0,,1.0,,,1.0,1.0,4.0
1048,1048,tc104,13,7.142857142857142,0.3928571428571428,109.89010989010988,0.8771929824561403,0.2396984712985402,0.0306428571428571,0.14,0.065,0.055,1.092,0.191,31188008.807,270394507303.244,0.0001153426122373,1,3,lll,720745246980.312,0.0,0.0,,0.0,,,1.0,1.0,2.0
1049,1049,tc104,140,6.666666666666667,0.1666666666666666,101.010101010101,0.8695652173913044,0.1573213272255227,0.0132,0.15,0.066,0.025,1.152,0.143,43081889.853,323327527969.234,0.0001332453506931,1,3,lll,667812226314.322,0.0,0.0,,0.0,,,1.0,1.0,2.0
1050,1050,tc104,141,3.333333333333333,0.2,151.51515151515153,0.7692307692307692,0.0994987437106619,0.0052799999999999,0.3,0.022,0.06,1.005,0.156,40502591.176,601095688712.378,6.738127046421111e-05,1,3,lll,390044065571.178,0.0,1.0,,1.0,,,1.0,1.0,4.0
1051,1051,tc104,142,7.142857142857142,0.5714285714285714,510.204081632653,0.8771929824561403,0.1341640786499873,0.0096,0.14,0.014,0.08,1.0,0.183,37906207.438,569411662164.084,6.657083083605125e-05,1,1,llh,421728092119.47205,0.0,1.0,0.0,1.0,1.0,1.0,,,4.0
1052,1052,tc104,143,20.0,0.1,2666.666666666667,0.9523809523809523,0.0410791918128874,0.0009,0.05,0.0075,0.005,1.678,0.074,287759754.75,1063223517405.762,0.0002706484102723,1,1,hhl,-72083763122.20593,1.0,0.0,0.0,,0.0,1.0,,,2.0
1053,1053,tc104,144,7.692307692307692,0.3076923076923076,197.2386587771203,0.8849557522123894,0.1643167672515498,0.0144,0.13,0.039,0.04,1.135,0.137,44698683.373,287005428632.15,0.0001557415955023,1,3,lll,704134325651.406,0.0,0.0,,0.0,,,1.0,1.0,2.0
1054,1054,tc104,145,4.3478260869565215,0.0434782608695652,90.57971014492752,0.8130081300813008,0.0685248288864192,0.0025043478260869,0.23,0.048,0.01,1.177,0.095,67607078.53,583023626841.453,0.0001159594147089,1,1,lll,408116127442.103,1.0,0.0,,1.0,,,1.0,1.0,4.0
1055,1055,tc104,146,4.3478260869565215,0.0434782608695652,131.75230566534913,0.8130081300813008,0.05681778655989,0.0017217391304347,0.23,0.033,0.01,1.22,0.081,85929831.125,652167905640.04,0.000131760288082,1,1,lll,338971848643.516,1.0,0.0,,1.0,,,1.0,1.0,4.0
1056,1056,tc104,147,14.285714285714285,1.1428571428571428,4761.9047619047615,0.9345794392523364,0.0878310065653679,0.0041142857142857,0.07,0.003,0.08,1.0,0.194,50786364.598,1367805056774.116,3.712982661270205e-05,5,33,hhh,-376665302490.55994,0.0,1.0,0.0,1.0,1.0,1.0,,,4.0
1057,1057,tc104,148,6.25,0.25,93.98496240601504,0.8620689655172414,0.1934069543734144,0.01995,0.16,0.0665,0.04,1.108,0.163,37065654.201,355686719539.996,0.000104208709982,1,3,lll,635453034743.56,0.0,0.0,,0.0,,,1.0,1.0,2.0
1058,1058,tc104,149,7.692307692307692,0.4615384615384614,265.2519893899204,0.8849557522123894,0.173537847789422,0.0160615384615384,0.13,0.029,0.06,1.066,0.151,39178211.501,312428233808.289,0.0001253990749281,1,3,lll,678711520475.2671,0.0,0.0,,0.0,,,1.0,1.0,2.0
1059,1059,tc104,14,14.285714285714285,0.5714285714285714,151.9756838905775,0.9345794392523364,0.3476451392686842,0.0644571428571428,0.07,0.094,0.04,1.153,0.261,23097348.16,66059567058.164,0.0003496442557618,1,3,hlh,925080187225.3921,0.0,0.0,1.0,,,1.0,,,2.0
1060,1060,tc104,150,14.285714285714285,0.3571428571428571,2040.816326530612,0.9345794392523364,0.075,0.003,0.07,0.007,0.025,1.259,0.07,116212174.212,758420877327.079,0.0001532291339626,1,1,hhl,232718876956.47705,1.0,0.0,0.0,,0.0,0.0,,,1.0
1061,1061,tc104,151,3.333333333333333,0.0,90.0900900900901,div0,0.003,0.003,0.3,0.037,0.0,1.245,0.072,102564019.397,763383227327.038,0.0001343545623292,1,1,lll,227756526956.51807,1.0,0.0,,1.0,,,1.0,1.0,4.0
1062,1062,tc104,152,3.333333333333333,0.1833333333333333,83.33333333333333,0.7692307692307692,0.1284523257866513,0.0088,0.3,0.04,0.055,1.034,0.165,37012552.154,633343332156.99,5.843994919461079e-05,1,3,lll,357796422126.56604,0.0,1.0,,0.0,,,1.0,1.0,3.0
1063,1063,tc104,153,10.0,0.25,606.060606060606,0.9090909090909091,0.0963392443399884,0.00495,0.1,0.0165,0.025,1.248,0.089,83234811.008,409299915947.164,0.0002033589741043,1,1,lll,581839838336.3921,1.0,0.0,,1.0,,,1.0,1.0,4.0
1064,1064,tc104,154,14.285714285714285,0.7857142857142857,432.90043290043286,0.9345794392523364,0.2415352680547619,0.0311142857142857,0.07,0.033,0.055,1.149,0.175,35459975.696,99030297511.148,0.0003580719899585,1,1,hlh,892109456772.4081,0.0,0.0,1.0,,,1.0,,,2.0
1065,1065,tc104,155,7.692307692307692,0.423076923076923,615.3846153846152,0.8849557522123894,0.1090827138530136,0.0063461538461538,0.13,0.0125,0.055,1.017,0.118,53204767.457,602600524005.881,8.829193692583108e-05,1,1,lll,388539230277.67505,1.0,1.0,,0.0,,,1.0,1.0,4.0
1066,1066,tc104,156,7.692307692307692,0.4615384615384614,769.2307692307692,0.8849557522123894,0.1019049330730136,0.0055384615384615,0.13,0.01,0.06,1.002,0.135,50810677.515,633222593524.605,8.024141594850668e-05,1,1,lll,357917160758.95105,0.0,1.0,,0.0,,,1.0,1.0,3.0
1067,1067,tc104,157,10.0,0.1,100.0,0.9090909090909091,0.15,0.012,0.1,0.1,0.01,1.18,0.189,32769587.504,136985459110.974,0.0002392194596176,1,1,lll,854154295172.582,0.0,0.0,,0.0,,,1.0,1.0,2.0
1068,1068,tc104,158,4.3478260869565215,0.108695652173913,117.50881316098707,0.8130081300813008,0.0951257748640097,0.0048260869565217,0.23,0.037,0.025,1.119,0.104,58929759.001,573199031127.405,0.0001028085460735,1,3,lll,417940723156.151,1.0,0.0,,1.0,,,1.0,1.0,4.0
1069,1069,tc104,159,6.666666666666667,0.0666666666666666,266.6666666666667,0.8695652173913044,0.0612372435695794,0.002,0.15,0.025,0.01,1.34,0.077,107064228.353,643470453295.674,0.000166385616938,1,1,lll,347669300987.8821,1.0,0.0,,1.0,,,1.0,1.0,4.0
1070,1070,tc104,15,4.3478260869565215,0.0434782608695652,85.25149190110827,0.8130081300813008,0.0706337768690207,0.0026608695652173,0.23,0.051,0.01,1.17,0.098,65147510.994,577283909741.786,0.0001128517699776,1,3,lll,413855844541.77,1.0,0.0,,1.0,,,1.0,1.0,4.0
1071,1071,tc104,160,11.11111111111111,0.4444444444444444,376.6478342749529,0.9174311926605504,0.1717556403731766,0.0157333333333333,0.09,0.0295,0.04,1.175,0.137,46971631.392,176243333786.401,0.0002665157903159,1,1,ell,814896420497.155,0.0,0.0,1.0,1.0,1.0,0.0,,,3.0
1072,1072,tc104,161,8.333333333333334,0.2916666666666667,5555.555555555556,0.8928571428571428,0.0313747509950278,0.000525,0.12,0.0015,0.035,1.076,0.098,952498339.08,91292080581020.6,1.0433526468209578e-05,53,53,lhl,-90300940826737.03,1.0,0.0,1.0,1.0,0.0,0.0,,,3.0
1073,1073,tc104,162,20.0,0.5,579.7101449275361,0.9523809523809523,0.1970088830484554,0.0207,0.05,0.0345,0.025,1.312,0.171,45612030.758,66032828144.683,0.0006907477998376,1,1,hll,925106926138.873,0.0,0.0,1.0,1.0,1.0,1.0,,,4.0
1074,1074,tc104,163,7.692307692307692,0.6153846153846153,284.9002849002849,0.8849557522123894,0.1933510159906468,0.0199384615384615,0.13,0.027,0.08,1.031,0.186,32397376.35,312608433629.518,0.0001036356440351,1,3,llh,678531320654.0381,0.0,1.0,0.0,1.0,1.0,1.0,,,4.0
1075,1075,tc104,164,4.545454545454546,0.1818181818181818,324.6753246753247,0.819672131147541,0.0756787468664269,0.0030545454545454,0.22,0.014,0.04,1.021,0.098,63178834.792,691539565881.724,9.135968194595776e-05,1,1,lll,299600188401.83203,1.0,1.0,,1.0,,,1.0,1.0,5.0
1076,1076,tc104,165,8.333333333333334,0.3333333333333333,925.925925925926,0.8928571428571428,0.0821583836257749,0.0036,0.12,0.009,0.04,1.03,0.083,74237923.096,771394566092.071,9.623858704643664e-05,1,1,lll,219745188191.485,1.0,1.0,,1.0,,,1.0,1.0,5.0
1077,1077,tc104,166,6.666666666666667,0.1666666666666666,333.3333333333333,0.8695652173913044,0.0866025403784438,0.0039999999999999,0.15,0.02,0.025,1.187,0.083,81495347.509,637943036786.982,0.0001277470601755,1,1,lll,353196717496.574,1.0,0.0,,1.0,,,1.0,1.0,4.0
1078,1078,tc104,167,20.0,0.1,500.0,0.9523809523809523,0.0948683298050513,0.0048,0.05,0.04,0.005,1.407,0.168,54429846.737,68142933670.644,0.000798759956536,1,1,hll,922996820612.912,0.0,0.0,1.0,0.0,0.0,1.0,,,2.0
1079,1079,tc104,168,4.3478260869565215,0.2608695652173913,46.25346901017576,0.8130081300813008,0.2348912791984373,0.0294260869565217,0.23,0.094,0.06,1.049,0.221,28868885.243,616663374917.385,4.6814658397488895e-05,1,3,lll,374476379366.171,0.0,1.0,,0.0,,,1.0,1.0,3.0
1080,1080,tc104,169,8.333333333333334,0.5,877.1929824561404,0.8928571428571428,0.1033803656406766,0.0057,0.12,0.0095,0.06,1.002,0.133,51683266.54,639786164678.26,8.078209469564073e-05,1,1,lll,351353589605.296,0.0,1.0,,0.0,,,1.0,1.0,3.0
1081,1081,tc104,16,3.333333333333333,0.1166666666666666,40.4040404040404,0.7692307692307692,0.1471606265276143,0.01155,0.3,0.0825,0.035,1.047,0.18,34557165.79,607606174042.508,5.687428348544461e-05,1,3,lll,383533580241.048,0.0,1.0,,0.0,,,1.0,1.0,3.0
1082,1082,tc104,170,8.333333333333334,0.0833333333333333,396.8253968253968,0.8928571428571428,0.0627495019900556,0.0021,0.12,0.021,0.01,1.391,0.08,115315149.216,545773084634.668,0.0002112877172995,1,1,lll,445366669648.888,1.0,0.0,,1.0,,,1.0,1.0,4.0
1083,1083,tc104,171,6.666666666666667,0.2666666666666666,122.32415902140671,0.8695652173913044,0.1808314132002512,0.01744,0.15,0.0545,0.04,1.118,0.152,39815688.726,330974606900.488,0.00012029831865,1,3,lll,660165147383.0681,0.0,0.0,,0.0,,,1.0,1.0,2.0
1084,1084,tc104,172,6.25,0.03125,781.25,0.8620689655172414,0.0237170824512628,0.0003,0.16,0.008,0.005,1.528,0.049,331734283.949,3613117823456.644,9.18138572164337e-05,1,1,lll,-2621978069173.088,1.0,0.0,,1.0,,,0.0,1.0,3.0
1085,1085,tc104,173,6.666666666666667,0.1666666666666666,444.44444444444446,0.8695652173913044,0.075,0.003,0.15,0.015,0.025,1.17,0.075,90346890.328,733098511627.818,0.0001232397677733,1,1,lll,258041242655.73804,1.0,0.0,,1.0,,,1.0,1.0,4.0
1086,1086,tc104,174,4.545454545454546,0.0227272727272727,432.9004329004329,0.819672131147541,0.0231717892744996,0.0002863636363636,0.22,0.0105,0.005,1.447,0.05,260487332.238,2902846819278.548,8.973512846356103e-05,1,1,lll,-1911707064994.9917,1.0,0.0,,1.0,,,0.0,1.0,3.0
1087,1087,tc104,175,7.142857142857142,0.25,216.45021645021643,0.8771929824561403,0.1362442659343871,0.0098999999999999,0.14,0.033,0.035,1.144,0.118,52551021.684,365247606782.202,0.0001438777988087,1,3,lll,625892147501.354,1.0,0.0,,0.0,,,1.0,1.0,3.0
1088,1088,tc104,176,4.3478260869565215,0.3478260869565217,483.0917874396136,0.8130081300813008,0.0839254327416282,0.0037565217391304,0.23,0.009,0.08,1.0,0.2,38716911.124,782632271221.207,4.94701184038664e-05,9,53,lll,208507483062.349,0.0,1.0,,1.0,,,1.0,0.0,3.0
1089,1089,tc104,177,16.666666666666668,0.9166666666666669,248.75621890547265,0.9433962264150942,0.3717357932725876,0.0737,0.06,0.067,0.055,1.159,0.254,24096362.897,53383567144.468,0.0004513816551784,1,1,hlh,937756187139.088,0.0,0.0,1.0,,,1.0,,,2.0
1090,1090,tc104,178,20.0,0.2,10000.0,0.9523809523809523,0.03,0.0004799999999999,0.05,0.002,0.01,1.516,0.048,432020941.838,6278287931136.533,6.881190327309391e-05,1,1,hhl,-5287148176852.978,1.0,0.0,0.0,,0.0,0.0,,,1.0
1091,1091,tc104,179,7.142857142857142,0.4285714285714285,140.05602240896357,0.8771929824561403,0.2217624211370615,0.0262285714285714,0.14,0.051,0.06,1.082,0.181,32768546.487,287107732454.392,0.0001141332774525,1,3,lll,704032021829.1641,0.0,0.0,,0.0,,,1.0,1.0,2.0
1092,1092,tc104,17,4.3478260869565215,0.2608695652173913,76.95267410542516,0.8130081300813008,0.182107230713832,0.0176869565217391,0.23,0.0565,0.06,1.051,0.183,33713990.245,618263202394.492,5.4530158214863785e-05,1,3,lll,372876551889.0641,0.0,0.0,,0.0,,,1.0,1.0,2.0
1093,1093,tc104,180,20.0,0.2,1379.310344827586,0.9523809523809523,0.0807774721070175,0.00348,0.05,0.0145,0.01,1.517,0.104,120212011.276,254887210726.221,0.0004716282583715,1,1,hll,736252543557.335,1.0,0.0,1.0,0.0,0.0,1.0,,,3.0
1094,1094,tc104,181,14.285714285714285,0.0714285714285714,307.21966205837174,0.9345794392523364,0.0864477546597613,0.0039857142857142,0.07,0.0465,0.005,1.362,0.15,54887453.652,105438808101.395,0.0005205621596103,1,1,hll,885700946182.161,0.0,0.0,1.0,0.0,0.0,1.0,,,2.0
1095,1095,tc104,182,4.545454545454546,0.1136363636363636,149.03129657228018,0.819672131147541,0.0883079580476496,0.0041590909090909,0.22,0.0305,0.025,1.127,0.096,64641712.056,588887689310.798,0.0001097691686026,1,3,lll,402252064972.75806,1.0,0.0,,1.0,,,1.0,1.0,4.0
