tc;test #;kp;kd;ki;ess_step;IAE;ITAE;Kr;Tn;Tv;PR;RT;P-Eng;S-Eng;Eng-rel;osc_p;osc_s;parameter_code;eng-diff;mr_lll_RT;mr_lll_EngS;mr_lll_osc;mr_IAE;mr_PR;total_one
tc100;907;7.142857142857142;0.1785714285714285;280.11204481792714;0.8771929824561403;0.1012202337197741;0.0054642857142857;0.14;0.0255;0.025;1.099;0.086;317602304.514;835536528142.161;0.0003801177971478;1;1;lll;155603226141.39502;1.0;1.0;1.0;0.0;0.0;3.0
tc100;908;4.545454545454546;0.1590909090909091;3030.3030303030305;0.819672131147541;0.0231717892744996;0.0002863636363636;0.22;0.0015;0.035;0.992;0.104;4733743250.769;156290381772994.94;3.0288129039473197e-05;49;49;lhl;-155299242018711.38;;;;;;
tc100;909;4.545454545454546;0.1136363636363636;80.45052292839904;0.819672131147541;0.120191608389574;0.0077045454545454;0.22;0.0565;0.025;1.055;0.106;256398787.612;970591879119.692;0.0002641674560934;1;1;lll;20547875163.864014;1.0;1.0;1.0;0.0;0.0;3.0
tc100;90;6.666666666666667;0.0;784.313725490196;div0;0.0077045454545454;0.0077045454545454;0.15;0.0085;0.0;1.529;0.052;2145307620.633;10761511913168.871;0.0001993500205122;1;1;lll;-9770372158885.314;1.0;0.0;1.0;1.0;0.0;3.0
tc100;910;20.0;0.5;800.0;0.9523809523809523;0.1677050983124842;0.015;0.05;0.025;0.025;1.219;0.123;246868824.67;203572504451.306;0.0012126825542348;1;1;hll;787567249832.25;;;;;;
tc100;911;3.333333333333333;0.1166666666666666;444.44444444444446;0.7692307692307692;0.0443705983732471;0.00105;0.3;0.0075;0.035;1.0;0.107;318021627.941;2865535790096.369;0.0001109815585064;3;19;lll;-1874396035812.813;1.0;0.0;0.0;1.0;1.0;3.0
tc100;912;7.692307692307692;0.0;116.55011655011651;div0;0.00105;0.00105;0.13;0.066;0.0;1.189;0.09;318589812.819;631789828811.446;0.0005042654982565;1;1;lll;359349925472.11;1.0;1.0;1.0;1.0;0.0;4.0
tc100;913;3.333333333333333;0.0833333333333333;55.55555555555556;0.7692307692307692;0.1060660171779821;0.0059999999999999;0.3;0.06;0.025;1.031;0.112;255243593.676;1300278448647.806;0.0001962991803343;1;3;lll;-309138694364.2499;1.0;0.0;1.0;0.0;1.0;3.0
tc100;914;4.545454545454546;0.0227272727272727;534.75935828877;0.819672131147541;0.0208484793428463;0.0002318181818181;0.22;0.0085;0.005;1.288;0.052;944578912.609;5764447861231.225;0.000163862859956;1;1;lll;-4773308106947.669;1.0;0.0;1.0;1.0;0.0;3.0
tc100;915;Jun.25;0.0;390.625;div0;0.0002318181818181;0.0002318181818181;0.16;0.016;0.0;1.436;0.055;964985291.102;2989184338073.581;0.0003228256212943;1;1;lll;-1998044583790.025;1.0;0.0;1.0;1.0;0.0;3.0
tc100;916;4.3478260869565215;0.1521739130434782;347.8260869565217;0.8130081300813008;0.0654208781991485;0.0022826086956521;0.23;0.0125;0.035;1.001;0.099;310020358.701;1810841083441.35;0.0001712024106012;1;1;lll;-819701329157.7941;1.0;0.0;1.0;1.0;1.0;4.0
tc100;917;14.285714285714285;0.1428571428571428;583.0903790087463;0.9345794392523364;0.0887411967464942;0.0041999999999999;0.07;0.0245;0.01;1.321;0.093;389045083.081;451137223486.47;0.000862365291151;1;1;hll;540002530797.08606;;;;;;
tc100;918;6.666666666666667;0.2333333333333333;512.8205128205128;0.8695652173913044;0.0826135582092915;0.00364;0.15;0.013;0.035;1.008;0.089;317349046.996;1315510548576.5;0.0002412364137554;1;1;lll;-324370794292.944;1.0;0.0;1.0;1.0;1.0;4.0
tc100;919;Jun.25;0.375;833.3333333333334;0.8620689655172414;0.0795495128834865;0.0033749999999999;0.16;0.0075;0.06;1.0;0.159;222397418.539;1699858329059.592;0.000130832913977;5;43;lll;-708718574776.036;0.0;0.0;0.0;1.0;1.0;2.0
tc100;91;20.0;01.Feb;1212.121212121212;0.9523809523809523;0.2110687091920543;0.02376;0.05;0.0165;0.06;1.034;0.149;172663219.439;195696427638.66;0.000882301335402;1;1;hlh;795443326644.896;;;;;;
tc100;920;3.333333333333333;0.0833333333333333;350.87719298245617;0.7692307692307692;0.0422048575403353;0.00095;0.3;0.0095;0.025;1.0;0.084;372199619.769;2167378319758.132;0.0001717280349147;3;7;lll;-1176238565474.5762;1.0;0.0;0.0;1.0;1.0;3.0
tc100;921;14.285714285714285;0.0;216.45021645021643;div0;0.00095;0.00095;0.07;0.066;0.0;1.221;0.133;218075835.136;203709275745.509;0.0010705248169869;1;1;hll;787430478538.047;;;;;;
tc100;922;Jun.25;0.34375;250.0;0.8620689655172414;0.1390537216330437;0.0103125;0.16;0.025;0.055;1.009;0.142;192395889.766;640161144961.402;0.0003005429043613;1;3;lll;350978609322.15405;0.0;1.0;1.0;0.0;1.0;3.0
tc100;923;3.333333333333333;0.1166666666666666;109.2896174863388;0.7692307692307692;0.0894776508408664;0.00427;0.3;0.0305;0.035;1.017;0.11;258907066.516;1427384824006.853;0.0001813856096558;1;3;lll;-436245069723.297;1.0;0.0;1.0;1.0;1.0;4.0
tc100;924;6.666666666666667;0.2333333333333333;70.92198581560284;0.8695652173913044;0.2221485989152306;0.02632;0.15;0.094;0.035;1.046;0.161;166522063.706;438607543786.393;0.0003796607378624;1;1;lll;552532210497.1631;0.0;1.0;1.0;0.0;1.0;3.0
tc100;925;4.3478260869565215;0.108695652173913;207.0393374741201;0.8130081300813008;0.0716649814429431;0.0027391304347826;0.23;0.021;0.025;1.036;0.08;348050987.835;1552122585058.014;0.0002242419453112;1;1;lll;-560982830774.4579;1.0;0.0;1.0;1.0;1.0;4.0
tc100;926;4.545454545454546;0.25;181.8181818181818;0.819672131147541;0.1185854122563142;0.0075;0.22;0.025;0.055;1.003;0.146;195144003.285;856419269741.879;0.0002278603601992;1;3;lll;134720484541.677;0.0;1.0;1.0;0.0;1.0;3.0
tc100;927;16.666666666666668;0.1666666666666666;694.4444444444445;0.9433962264150942;0.0948683298050513;0.0048;0.06;0.024;0.01;1.336;0.099;373140374.649;369450783994.517;0.0010099866905534;1;1;hll;621688970289.0391;;;;;;
tc100;928;11.11111111111111;0.4444444444444444;165.83747927031507;0.9174311926605504;0.2588435821108957;0.0357333333333333;0.09;0.067;0.04;1.078;0.173;148680064.14;206946360779.425;0.0007184473482888;1;1;ell;784193393504.1311;;;;;;
tc100;929;4.545454545454546;0.0454545454545454;193.42359767891685;0.819672131147541;0.0490245763970387;0.0012818181818181;0.22;0.0235;0.01;1.148;0.063;479960043.903;1668639144327.745;0.0002876356134485;1;1;lll;-677499390044.1891;1.0;0.0;1.0;1.0;0.0;3.0
tc100;92;4.545454545454546;0.0;252.52525252525257;div0;0.0012818181818181;0.0012818181818181;0.22;0.018;0.0;1.345;0.055;824335393.825;2883244088885.304;0.000285905517678;1;1;lll;-1892104334601.748;1.0;0.0;1.0;1.0;0.0;3.0
tc100;930;7.142857142857142;0.25;348.4320557491289;0.8771929824561403;0.1073836579745726;0.00615;0.14;0.0205;0.035;1.039;0.096;278019969.793;827289075411.418;0.0003360614542803;1;1;lll;163850678872.13806;1.0;1.0;1.0;0.0;1.0;4.0
tc100;931;7.142857142857142;0.25;324.67532467532465;0.8771929824561403;0.1112429773064349;0.0065999999999999;0.14;0.022;0.035;1.044;0.098;271873570.783;782123887485.886;0.0003476093431399;1;1;lll;209015866797.67004;1.0;1.0;1.0;0.0;1.0;4.0
tc100;932;6.666666666666667;0.1666666666666666;634.9206349206349;0.8695652173913044;0.0627495019900556;0.0021;0.15;0.0105;0.025;1.017;0.067;414702048.907;1762445284724.268;0.0002352992473022;1;1;lll;-771305530440.712;1.0;0.0;1.0;1.0;1.0;4.0
tc100;933;3.333333333333333;0.2666666666666666;35.46099290780142;0.7692307692307692;0.2374868417407583;0.03008;0.3;0.094;0.08;1.005;0.25;126395874.782;1918272566077.961;6.589046677575387e-05;1;31;lll;-927132811794.4049;0.0;0.0;0.0;0.0;1.0;1.0
tc100;934;7.142857142857142;0.0714285714285714;317.46031746031747;0.8771929824561403;0.0601337794302954;0.0019285714285714;0.14;0.0225;0.01;1.252;0.065;515902801.645;1357586997232.731;0.0003800145424909;1;1;lll;-366447242949.1749;1.0;0.0;1.0;1.0;0.0;3.0
tc100;935;8.333333333333334;0.0;314.4654088050315;div0;0.0019285714285714;0.0019285714285714;0.12;0.0265;0.0;1.403;0.066;633555531.879;1253568911762.379;0.0005054014389909;1;1;lll;-262429157478.82288;1.0;0.0;1.0;1.0;0.0;3.0
tc100;936;20.0;0.1;740.7407407407408;0.9523809523809523;0.0779422863405994;0.0032399999999999;0.05;0.027;0.005;Jän.38;0.11;356381084.517;268744124763.044;0.0013260981419825;1;1;hll;722395629520.512;;;;;;
tc100;937;4.545454545454546;0.1818181818181818;1818.1818181818185;0.819672131147541;0.0319801074533415;0.0005454545454545;0.22;0.0025;0.04;0.996;0.138;3360964404.052;141591336710694.12;2.373707659049279e-05;33;33;lhl;-140600196956410.56;;;;;;
tc100;938;7.142857142857142;0.1785714285714285;460.8294930875576;0.8771929824561403;0.0789156421213726;0.0033214285714285;0.14;0.0155;0.025;1.073;0.072;386791765.47;1320616625678.902;0.0002928872452072;1;1;lll;-329476871395.34607;1.0;0.0;1.0;1.0;0.0;3.0
tc100;939;7.692307692307692;0.4615384615384614;192.3076923076923;0.8849557522123894;0.2038098661460272;0.0221538461538461;0.13;0.04;0.06;1.025;0.167;156854863.405;364560186543.662;0.0004302577988345;1;3;lll;626579567739.894;0.0;1.0;1.0;0.0;1.0;3.0
tc100;93;6.666666666666667;0.1666666666666666;211.64021164021165;0.8695652173913044;0.1086853255964208;0.0063;0.15;0.0315;0.025;1.095;0.091;295619931.509;787753577533.903;0.0003752695512147;1;1;lll;203386176749.65308;1.0;1.0;1.0;0.0;0.0;3.0
tc100;940;4.3478260869565215;0.2391304347826086;322.061191626409;0.8130081300813008;0.085226679839835;0.0038739130434782;0.23;0.0135;0.055;1.0;0.147;218187468.088;1375309058344.884;0.0001586461361278;3;31;lll;-384169304061.328;0.0;0.0;0.0;1.0;1.0;2.0
tc100;941;7.692307692307692;0.3076923076923076;549.4505494505494;0.8849557522123894;0.098449518497084;0.0051692307692307;0.13;0.014;0.04;1.009;0.1;278102208.308;970356774727.102;0.0002865978942499;1;1;lll;20782979556.45398;1.0;1.0;1.0;1.0;1.0;5.0
tc100;942;4.545454545454546;0.1818181818181818;505.05050505050514;0.819672131147541;0.0606779876216917;0.0019636363636363;0.22;0.009;0.04;1.0;0.114;295020542.102;2116419976640.76;0.0001393960297852;1;15;lll;-1125280222357.204;1.0;0.0;0.0;1.0;1.0;3.0
tc100;943;4.545454545454546;0.1590909090909091;55.09641873278237;0.819672131147541;0.171846588560844;0.01575;0.22;0.0825;0.035;1.033;0.143;194905391.45;775233784180.87;0.0002514149865849;1;3;lll;215905970102.68604;0.0;1.0;1.0;0.0;1.0;3.0
tc100;944;14.285714285714285;0.5;1428.5714285714284;0.9345794392523364;0.1060660171779821;0.0059999999999999;0.07;0.01;0.035;1.049;0.086;319315843.132;751292748430.462;0.0004250218623819;1;1;hhl;239847005853.094;;;;;;
tc100;945;14.285714285714285;0.3571428571428571;1503.7593984962405;0.9345794392523364;0.0873723558766076;0.0040714285714285;0.07;0.0095;0.025;1.147;0.073;424447637.638;1026951999423.566;0.0004133081564437;1;1;hhl;-35812245140.01001;;;;;;
tc100;946;16.666666666666668;0.0;1111.1111111111113;div0;0.0040714285714285;0.0040714285714285;0.06;0.015;0.0;1.556;0.076;838792121.531;1125025343330.273;0.0007455762010196;1;1;hll;-133885589046.71692;;;;;;
tc100;947;14.285714285714285;0.7857142857142857;9523.809523809525;0.9345794392523364;0.0514954921744196;0.0014142857142857;0.07;0.0015;0.055;0.987;0.147;3560699838.846;127741210765678.31;2.787432354447899e-05;47;47;hhh;-126750071011394.75;;;;;;
tc100;948;11.11111111111111;0.2777777777777778;1169.5906432748538;0.9174311926605504;0.0770551750371122;0.0031666666666666;0.09;0.0095;0.025;01.Jän;0.067;440005870.164;1386629955070.832;0.0003173203265621;1;1;ell;-395490200787.276;;;;;;
tc100;949;20.0;0.1;930.232558139535;0.9523809523809523;0.0695521387162177;0.00258;0.05;0.0215;0.005;1.423;0.1;438765505.633;376392427701.687;0.0011657128925578;1;1;hll;614747326581.869;;;;;;
tc100;94;7.142857142857142;0.1785714285714285;148.8095238095238;0.8771929824561403;0.1388730149658827;0.0102857142857142;0.14;0.048;0.025;1.096;0.11;242605602.266;558018869729.241;0.0004347623627561;1;1;lll;433120884554.31506;1.0;1.0;1.0;0.0;0.0;3.0
tc100;950;8.333333333333334;0.2083333333333333;537.6344086021505;0.8928571428571428;0.0852386356061616;0.0038749999999999;0.12;0.0155;0.025;1.096;0.074;377967303.42;1090414293985.088;0.000346627245722;1;1;lll;-99274539701.53198;1.0;0.0;1.0;1.0;0.0;3.0
tc100;951;3.333333333333333;0.0166666666666666;62.89308176100629;0.7692307692307692;0.0445813862503175;0.00106;0.3;0.053;0.005;1.058;0.075;372412354.792;1610733385553.475;0.0002312067025692;1;1;lll;-619593631269.9191;1.0;0.0;1.0;1.0;0.0;3.0
tc100;952;8.333333333333334;0.0416666666666666;173.61111111111111;0.8928571428571428;0.0670820393249937;0.0024;0.12;0.048;0.005;Jän.22;0.089;337685032.161;606195626376.06;0.0005570562001242;1;1;lll;384944127907.496;1.0;1.0;1.0;1.0;0.0;4.0
tc100;953;4.3478260869565215;0.0;147.38393515106853;div0;0.0024;0.0024;0.23;0.0295;0.0;1.245;0.059;582942550.581;1826295752802.514;0.0003191939474679;1;1;lll;-835155998518.9579;1.0;0.0;1.0;1.0;0.0;3.0
tc100;954;16.666666666666668;0.4166666666666667;574.7126436781609;0.9433962264150942;0.1648863244784115;0.0144999999999999;0.06;0.029;0.025;1.195;0.122;240115766.789;226190052472.864;0.001061566431255;1;1;hll;764949701810.692;;;;;;
tc100;955;3.333333333333333;0.1166666666666666;114.94252873563218;0.7692307692307692;0.0872496418330757;0.00406;0.3;0.029;0.035;1.016;0.109;262167970.816;1466089173052.085;0.0001788212993007;1;3;lll;-474949418768.52893;1.0;0.0;1.0;1.0;1.0;4.0
tc100;956;11.11111111111111;0.611111111111111;7407.407407407407;0.9174311926605504;0.0454147553114623;0.0011;0.09;0.0015;0.055;0.964;0.197;3828766165.356;139463730883412.5;2.745349017341816e-05;55;55;ehh;-138472591129128.94;;;;;;
tc100;957;3.333333333333333;0.2;101.010101010101;0.7692307692307692;0.1218605760695394;0.00792;0.3;0.033;0.06;1.002;0.166;174830698.944;1035954436268.923;0.000168762923178;1;7;lll;-44814681985.36694;0.0;0.0;0.0;0.0;1.0;1.0
tc100;958;3.333333333333333;0.0166666666666666;2222.222222222222;0.7692307692307692;0.0075;3,00E-05;0.3;0.0015;0.005;Jän.42;0.051;12107644165.61;152783948414374.5;7.924683378892745e-05;1;1;lhl;-151792808660090.94;;;;;;
tc100;959;Jun.25;0.03125;367.6470588235294;0.8620689655172414;0.0345732917148483;0.0006375;0.16;0.017;0.005;1.318;0.057;703713708.076;2158624498934.761;0.0003260009827662;1;1;lll;-1167484744651.205;1.0;0.0;1.0;1.0;0.0;3.0
tc100;95;6.666666666666667;0.4;218.5792349726776;0.8695652173913044;0.1656804152578089;0.0146399999999999;0.15;0.0305;0.06;1.014;0.157;171087763.498;501416440779.89;0.0003412089225313;1;3;lll;489723313503.666;0.0;1.0;1.0;0.0;1.0;3.0
tc100;960;8.333333333333334;0.4583333333333333;641.0256410256411;0.8928571428571428;0.1157853617690941;0.0071499999999999;0.12;0.013;0.055;1.0;0.138;214864528.246;742175017578.569;0.0002895065492059;1;1;lll;248964736704.98706;0.0;1.0;1.0;0.0;1.0;3.0
tc100;961;11.11111111111111;0.4444444444444444;112.2334455667789;0.9174311926605504;0.3146426544510455;0.0528;0.09;0.099;0.04;1.059;0.206;125731595.559;183623810683.242;0.0006847238116405;1;1;ell;807515943600.314;;;;;;
tc100;962;14.285714285714285;0.0;468.384074941452;div0;0.0528;0.0528;0.07;0.0305;0.0;1.399;0.094;429666814.562;436597016273.007;0.0009841267772048;1;1;hll;554542738010.5491;;;;;;
tc100;963;3.333333333333333;0.1333333333333333;112.99435028248588;0.7692307692307692;0.0940744386111339;0.00472;0.3;0.0295;0.04;1.011;0.12;239509278.993;1342293694508.493;0.0001784328422109;1;3;lll;-351153940224.9369;1.0;0.0;1.0;1.0;1.0;4.0
tc100;964;7.142857142857142;0.1785714285714285;246.3054187192118;0.8771929824561403;0.1079434375693386;0.0062142857142857;0.14;0.029;0.025;1.102;0.09;301052757.065;757525453482.311;0.0003974160283077;1;1;lll;233614300801.245;1.0;1.0;1.0;0.0;0.0;3.0
tc100;965;7.692307692307692;0.6153846153846153;3076.9230769230767;0.8849557522123894;0.0588348405414552;0.0018461538461538;0.13;0.0025;0.08;0.923;0.348;2839164990.842;137386258870702.06;2.0665567387740103e-05;59;59;lhh;-136395119116418.5;;;;;;
tc100;966;Jun.25;0.0;208.33333333333331;div0;0.0018461538461538;0.0018461538461538;0.16;0.03;0.0;1.352;0.06;645947602.338;1708943518857.769;0.0003779806618592;1;1;lll;-717803764574.213;1.0;0.0;1.0;1.0;0.0;3.0
tc100;967;4.3478260869565215;0.108695652173913;543.4782608695651;0.8130081300813008;0.0442325868464691;0.0010434782608695;0.23;0.008;0.025;1.0;0.082;398343918.762;2336138019939.36;0.0001705138632058;1;3;lll;-1344998265655.8037;1.0;0.0;1.0;1.0;1.0;4.0
tc100;968;Jun.25;0.25;204.91803278688525;0.8620689655172414;0.1309818689742973;0.00915;0.16;0.0305;0.04;1.036;0.115;229721478.963;692943025053.572;0.0003315156811705;1;1;lll;298196729229.984;1.0;1.0;1.0;0.0;1.0;4.0
tc100;969;14.285714285714285;0.0;219.78021978021977;div0;0.00915;0.00915;0.07;0.065;0.0;1.224;0.132;220682079.905;205743334863.013;0.0010726086463599;1;1;hll;785396419420.543;;;;;;
tc100;96;7.142857142857142;0.5714285714285714;1020.408163265306;0.8771929824561403;0.0948683298050513;0.0048;0.14;0.007;0.08;1.0;0.205;168267588.488;1183199296815.116;0.0001422140707325;7;67;llh;-192059542531.55994;;;;;;
tc100;970;Jun.25;0.375;625.0;0.8620689655172414;0.0918558653543691;0.0045;0.16;0.01;0.06;1.0;0.157;210189087.508;1158750297595.253;0.000181392909192;3;27;lll;-167610543311.6969;0.0;0.0;0.0;1.0;1.0;2.0
tc100;971;8.333333333333334;0.3333333333333333;2777.777777777778;0.8928571428571428;0.0474341649025256;0.0012;0.12;0.003;0.04;1.013;0.126;456431237.105;8614593753123.89;5.2983489434947e-05;9;9;lhl;-7623453998840.334;;;;;;
tc100;972;4.3478260869565215;0.2391304347826086;72.46376811594203;0.8130081300813008;0.1796736171385553;0.0172173913043478;0.23;0.06;0.055;01.Feb;0.169;163396904.824;705119873507.274;0.0002317292576243;1;3;lll;286019880776.282;0.0;1.0;1.0;0.0;1.0;3.0
tc100;973;10.0;0.8;1818.1818181818185;0.9090909090909091;0.0994987437106619;0.0052799999999999;0.1;0.0055;0.08;1.0;0.204;173012269.102;1165232032066.285;0.0001484788130954;7;47;lhh;-174092277782.72888;;;;;;
tc100;974;7.692307692307692;0.2692307692307692;961.5384615384614;0.8849557522123894;0.0696143221338385;0.0025846153846153;0.13;0.008;0.035;1.0;0.093;347451804.581;1772709383557.92;0.0001960004317705;1;1;lll;-781569629274.3639;1.0;0.0;1.0;1.0;1.0;4.0
tc100;975;20.0;0.8;377.35849056603774;0.9523809523809523;0.30886890422961;0.05088;0.05;0.053;0.04;1.122;0.193;134236777.275;92000449839.542;0.001459088270863;1;1;hlh;899139304444.014;;;;;;
tc100;976;4.3478260869565215;0.1521739130434782;248.44720496894405;0.8130081300813008;0.077407026981321;0.003195652173913;0.23;0.0175;0.035;1.007;0.098;295075924.561;1505259940665.556;0.0001960298793512;1;1;lll;-514120186381.9999;1.0;0.0;1.0;1.0;1.0;4.0
tc100;977;7.692307692307692;0.0769230769230769;415.8004158004158;0.8849557522123894;0.0565855377011041;0.0017076923076923;0.13;0.0185;0.01;1.279;0.062;573433787.009;1541416972081.201;0.0003720173044641;1;1;lll;-550277217797.6449;1.0;0.0;1.0;1.0;0.0;3.0
tc100;978;4.3478260869565215;0.2608695652173913;263.50461133069825;0.8130081300813008;0.0984112930953335;0.0051652173913043;0.23;0.0165;0.06;1.0;0.158;195263981.73;1055768621573.528;0.0001849495976106;3;31;lll;-64628867289.971924;0.0;0.0;0.0;1.0;1.0;2.0
tc100;979;8.333333333333334;0.4583333333333333;450.4504504504505;0.8928571428571428;0.1381235859656127;0.010175;0.12;0.0185;0.055;1.007;0.137;199524636.635;548586032598.482;0.0003637071029495;1;1;lll;442553721685.07404;0.0;1.0;1.0;0.0;1.0;3.0
tc100;97;14.285714285714285;0.7857142857142857;214.82277121374864;0.9345794392523364;0.3428738835198738;0.0627;0.07;0.0665;0.055;1.066;0.212;118962020.445;125414930386.16;0.0009485475140695;1;3;hlh;865724823897.396;;;;;;
tc100;980;4.3478260869565215;0.108695652173913;241.5458937198068;0.8130081300813008;0.0663488802697037;0.0023478260869565;0.23;0.018;0.025;1.026;0.078;357786234.56;1633903317970.495;0.0002189763804411;1;1;lll;-642763563686.9391;1.0;0.0;1.0;1.0;1.0;4.0
tc100;981;20.0;0.0;975.609756097561;div0;0.0023478260869565;0.0023478260869565;0.05;0.0205;0.0;1.502;0.095;549286864.162;479752110501.923;0.001144938921868;1;1;hll;511387643781.63306;;;;;;
tc100;982;4.545454545454546;0.0454545454545454;284.0909090909091;0.819672131147541;0.0404519917477945;0.0008727272727272;0.22;0.016;0.01;1.155;0.058;544255964.386;1986775650563.677;0.0002739393168179;1;1;lll;-995635896280.121;1.0;0.0;1.0;1.0;0.0;3.0
tc100;983;7.692307692307692;0.0;295.85798816568047;div0;0.0008727272727272;0.0008727272727272;0.13;0.026;0.0;1.402;0.063;668383077.256;1460408442475.039;0.0004576685931253;1;1;lll;-469268688191.48303;1.0;0.0;1.0;1.0;0.0;3.0
tc100;984;10.0;0.35;250.0;0.9090909090909091;0.1774823934929885;0.0168;0.1;0.04;0.035;1.093;0.129;203453360.24;326446751728.87;0.0006232359769625;1;1;lll;664693002554.686;0.0;1.0;1.0;0.0;0.0;2.0
tc100;985;3.333333333333333;0.0833333333333333;133.33333333333334;0.7692307692307692;0.0684653196881457;0.0025;0.3;0.025;0.025;1.025;0.087;324105065.675;1726522158230.512;0.0001877213472934;1;1;lll;-735382403946.9559;1.0;0.0;1.0;1.0;1.0;4.0
tc100;986;6.666666666666667;0.1666666666666666;117.99410029498526;0.8695652173913044;0.1455592662800963;0.0113;0.15;0.0565;0.025;1.085;0.115;231701087.98;577135627894.426;0.000401467309903;1;1;lll;414004126389.13;1.0;1.0;1.0;0.0;0.0;3.0
tc100;987;7.692307692307692;0.0384615384615384;341.88034188034186;0.8849557522123894;0.0441261304060914;0.0010384615384615;0.13;0.0225;0.005;1.339;0.063;608956129.656;1449835877255.507;0.0004200172855487;1;1;lll;-458696122971.95105;1.0;0.0;1.0;1.0;0.0;3.0
