,test #,Kr,Tn,Tv,PR,RT,P-Eng,S-Eng,pressure_max_peak_idx,norm_RT,PR_apr_a,norm_transformed_PR,norm_Eng_p,norm_Eng_s,RT_min,RT_apr_a,norm_RT_ref,PR_apr_b,norm_Eng_combined,R1,R2,R3,kp,ki,kd,ess_step,IAE,ITAE,Warning,mr_rt_vs_pr_f,mr_rt_vs_pr_l,mr_eng_p,mr_kp_rt,mr_kpki,mr_kp_ess,mr_Tn_ess,mr_kd_ki,mr_kp_kd,total_1,total_0,total_na
tc100_def_708,708.0,0.07,0.0825,0.055,1.06,0.233,0.427,0.118,0,0.6111111111,0.928,0.928,0.9741303968,0.9921953676,0.051,0.3546099291,-0.849,0.9287016636,0.9831628822,543.0,559.0,724.0,14.286,173.164,0.786,0.935,0.382,0.078,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_65,65.0,0.22,0.0095,0.08,1.0,0.208,0.649,1.505,5,0.6645299145,1.0,1.0,0.935325992,0.8175981873,0.051,0.3891050584,-0.651,1.0,0.8764620896,530.0,560.0,675.0,4.545,478.421,0.364,0.82,0.088,0.004,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_596,596.0,0.07,0.0085,0.025,1.137,0.07,1.745,1.204,0,0.9594017094,0.62462,0.835,0.7437510925,0.8554884189,0.051,0.8403361345,0.556,0.7364012393,0.7996197557,614.0,561.0,287.0,14.286,1680.706,0.357,0.935,0.083,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_157,157.0,0.1,0.1,0.01,1.099,0.146,0.712,0.291,0,0.797008547,0.80398,0.88,0.9243139311,0.9704179255,0.051,0.5128205128,-0.159,0.8382447084,0.9473659283,525.0,562.0,526.0,10.0,100.0,0.1,0.909,0.15,0.012,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_623,623.0,0.06,0.0165,0.035,1.121,0.107,1.029,0.35,0,0.8803418803,0.70718,0.854,0.8689040378,0.9629909366,0.051,0.641025641,0.849,0.7804629728,0.9159474872,557.0,563.0,162.0,16.667,1010.121,0.583,0.943,0.147,0.012,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_418,418.0,0.05,0.0565,0.08,1.05,0.262,0.373,0.07,0,0.5491452991,0.95,0.94,0.9835693061,0.9982376636,0.051,0.3215434084,-1.079,0.95,0.9909034849,568.0,564.0,774.0,20.0,353.982,1.6,0.952,0.451,0.108,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_460,460.0,0.05,0.0125,0.035,1.125,0.101,1.107,0.385,0,0.8931623932,0.6875,0.849,0.8552700577,0.9585850957,0.051,0.6666666667,0.802,0.769581015,0.9069275767,569.0,565.0,193.0,20.0,1600.0,0.7,0.952,0.14,0.011,,0,n/a,1,1,n/a,1,n/a,1,n/a,4,1,4
tc100_def_853,853.0,0.06,0.06,0.06,1.068,0.221,0.446,0.101,0,0.6367521368,0.90752,0.918,0.9708092991,0.9943353474,0.051,0.3703703704,-0.754,0.9116740808,0.9825723233,539.0,566.0,701.0,16.667,277.783,1.0,0.943,0.367,0.072,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_52,52.0,0.09,0.0145,0.025,1.136,0.079,1.458,0.828,0,0.9401709402,0.63008,0.836,0.7939171474,0.9028197382,0.051,0.78125,0.627,0.7391932006,0.8483684428,602.0,567.0,267.0,11.111,766.276,0.278,0.917,0.095,0.005,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_200,200.0,0.22,0.051,0.005,1.137,0.07,1.615,1.467,0,0.9594017094,0.62462,0.835,0.7664743926,0.8223816717,0.051,0.8403361345,0.556,0.7364012393,0.7944280321,617.0,568.0,288.0,4.545,89.118,0.023,0.82,0.051,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_402,402.0,0.07,0.1,0.055,1.053,0.255,0.393,0.111,0,0.5641025641,0.94382,0.936,0.9800734137,0.9930765358,0.051,0.3289473684,-1.024,0.9428565623,0.9865749747,566.0,569.0,762.0,14.286,142.86,0.786,0.935,0.42,0.094,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_889,889.0,0.06,0.0565,0.055,1.077,0.208,0.477,0.107,0,0.6645299145,0.88142,0.907,0.965390666,0.9935800604,0.051,0.3891050584,-0.651,0.8915060426,0.9794853632,541.0,570.0,679.0,16.667,294.991,0.917,0.943,0.341,0.062,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_351,351.0,0.1,0.0665,0.025,1.105,0.142,0.726,0.286,0,0.8055555556,0.7795,0.873,0.9218668065,0.9710473313,0.051,0.5235602094,-0.127,0.822875638,0.9464570689,536.0,571.0,517.0,10.0,150.376,0.25,0.909,0.193,0.02,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_270,270.0,0.05,0.0665,0.08,1.05,0.279,0.35,0.066,0,0.5128205128,0.95,0.94,0.9875895822,0.9987411883,0.051,0.3048780488,-1.214,0.95,0.9931653853,588.0,572.0,796.0,20.0,300.752,1.6,0.952,0.489,0.128,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_549,549.0,0.05,0.067,0.08,1.05,0.28,0.349,0.065,0,0.5106837607,0.95,0.94,0.9877643769,0.9988670695,0.051,0.3039513678,-1.222,0.95,0.9933157232,589.0,573.0,797.0,20.0,298.507,1.6,0.952,0.491,0.129,,n/a,1,1,0,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_14,14.0,0.07,0.094,0.04,1.072,0.221,0.452,0.125,0,0.6367521368,0.89632,0.913,0.9697605314,0.9913141994,0.051,0.3703703704,-0.754,0.9028379586,0.9805373654,550.0,574.0,708.0,14.286,151.979,0.571,0.935,0.348,0.064,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_177,177.0,0.06,0.067,0.055,1.073,0.224,0.442,0.099,0,0.6303418803,0.89342,0.912,0.9715084775,0.9945871098,0.051,0.3663003663,-0.778,0.9005966569,0.9830477937,553.0,575.0,716.0,16.667,248.761,0.917,0.943,0.372,0.074,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_507,507.0,0.07,0.037,0.04,1.106,0.146,0.702,0.194,0,0.797008547,0.77528,0.872,0.9260618773,0.9826283988,0.051,0.5128205128,-0.159,0.8202834071,0.954345138,540.0,576.0,539.0,14.286,386.108,0.571,0.935,0.218,0.025,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_837,837.0,0.06,0.0665,0.055,1.074,0.223,0.444,0.1,0,0.6324786325,0.89048,0.911,0.9711588883,0.9944612286,0.051,0.3676470588,-0.77,0.8983426911,0.9828100585,554.0,577.0,715.0,16.667,250.632,0.917,0.943,0.37,0.073,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_567,567.0,0.06,0.0825,0.055,1.066,0.246,0.402,0.092,0,0.5833333333,0.91288,0.92,0.9785002622,0.9954682779,0.051,0.3389830508,-0.952,0.9160129937,0.9869842701,570.0,578.0,750.0,16.667,202.024,0.917,0.943,0.413,0.091,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_12,12.0,0.3,0.0265,0.08,1.0,0.21,0.598,1.964,5,0.6602564103,1.0,1.0,0.9442405174,0.7598187311,0.051,0.3861003861,-0.667,1.0,0.8520296243,551.0,579.0,688.0,3.333,125.774,0.267,0.769,0.126,0.008,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_672,672.0,0.1,0.094,0.01,1.108,0.141,0.736,0.297,0,0.8076923077,0.76672,0.87,0.9201188603,0.9696626385,0.051,0.5263157895,-0.119,0.8150738013,0.9448907494,544.0,580.0,524.0,10.0,106.383,0.1,0.909,0.145,0.011,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_847,847.0,0.05,0.013,0.035,1.129,0.103,1.091,0.368,0,0.8888888889,0.66718,0.844,0.8580667715,0.9607250755,0.051,0.6578947368,0.817,0.7586044637,0.9093959235,581.0,581.0,195.0,20.0,1538.462,0.7,0.952,0.143,0.011,,0,n/a,1,1,n/a,1,n/a,1,n/a,4,1,4
tc100_def_548,548.0,0.1,0.003,0.035,1.002,0.095,1.729,5.367,3,0.905982906,0.99992,0.998,0.7465478063,0.3314451158,0.051,0.6944444444,0.754,0.99992,0.5389964611,593.0,582.0,220.0,10.0,3333.333,0.35,0.909,0.049,0.001,,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,8
tc100_def_33,33.0,0.22,0.029,0.01,1.143,0.066,1.773,1.605,0,0.9679487179,0.59102,0.827,0.7388568432,0.8050100705,0.051,0.8695652174,0.524,0.719562863,0.7719334569,639.0,583.0,304.0,4.545,156.724,0.045,0.82,0.054,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_720,720.0,0.07,0.04,0.04,1.106,0.151,0.678,0.185,0,0.7863247863,0.77528,0.872,0.9302569481,0.9837613293,0.051,0.5,-0.198,0.8202834071,0.9570091387,545.0,584.0,551.0,14.286,357.15,0.571,0.935,0.227,0.027,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_827,827.0,0.1,0.021,0.025,1.137,0.088,1.266,0.636,0,0.9209401709,0.62462,0.835,0.8274777137,0.9269889225,0.051,0.7299270073,0.698,0.7364012393,0.8772333181,599.0,585.0,245.0,10.0,476.19,0.25,0.909,0.109,0.006,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_788,788.0,0.05,0.051,0.06,1.079,0.219,0.452,0.083,0,0.641025641,0.87518,0.905,0.9697605314,0.9966012085,0.051,0.3731343284,-0.738,0.8868872246,0.9831808699,560.0,586.0,709.0,20.0,392.157,1.2,0.952,0.371,0.073,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_871,871.0,0.3,0.048,0.08,1.001,0.22,0.553,1.931,0,0.6388888889,0.99998,0.999,0.9521062751,0.7639728097,0.051,0.3717472119,-0.746,0.99998,0.8580395424,563.0,587.0,710.0,3.333,69.438,0.267,0.769,0.17,0.015,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_775,775.0,0.12,0.094,0.0,1.126,0.111,0.959,0.472,0,0.8717948718,0.68248,0.848,0.8811396609,0.947633434,0.051,0.625,0.881,0.7668454157,0.9143865475,577.0,588.0,161.0,8.333,88.649,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_864,864.0,0.22,0.048,0.005,1.144,0.069,1.658,1.495,0,0.9615384615,0.58528,0.826,0.7589582241,0.818856999,0.051,0.8474576271,0.548,0.7167432373,0.7889076115,638.0,589.0,297.0,4.545,94.688,0.023,0.82,0.05,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_391,391.0,0.06,0.1,0.04,1.073,0.244,0.408,0.095,0,0.5876068376,0.89342,0.912,0.9774514945,0.9950906344,0.051,0.3412969283,-0.937,0.9005966569,0.9862710645,578.0,590.0,752.0,16.667,166.67,0.667,0.943,0.387,0.08,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_294,294.0,0.16,0.004,0.025,1.006,0.091,1.982,5.524,2,0.9145299145,0.99928,0.993,0.7023247684,0.3116817724,0.051,0.7142857143,0.722,0.99928,0.5070032704,601.0,591.0,238.0,6.25,1562.5,0.156,0.862,0.037,0.001,,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,8
tc100_def_536,536.0,0.05,0.06,0.06,1.077,0.235,0.42,0.076,0,0.6068376068,0.88142,0.907,0.9753539591,0.9974823766,0.051,0.3521126761,-0.865,0.8915060426,0.9864181679,574.0,592.0,740.0,20.0,333.333,1.2,0.952,0.402,0.086,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_231,231.0,0.07,0.051,0.04,1.102,0.167,0.607,0.16,0,0.7521367521,0.79192,0.877,0.9426673658,0.9869083585,0.051,0.462962963,-0.325,0.8306004595,0.9647878622,552.0,593.0,581.0,14.286,280.118,0.571,0.935,0.256,0.035,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_989,989.0,0.05,0.046,0.055,1.089,0.202,0.493,0.091,0,0.6773504274,0.84158,0.893,0.9625939521,0.9955941591,0.051,0.3984063745,-0.603,0.8630982056,0.9790940556,561.0,594.0,678.0,20.0,434.783,1.1,0.952,0.337,0.061,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_831,831.0,0.06,0.099,0.04,1.074,0.243,0.41,0.095,0,0.5897435897,0.89048,0.911,0.9771019053,0.9950906344,0.051,0.3424657534,-0.929,0.8983426911,0.9860962699,579.0,595.0,751.0,16.667,168.354,0.667,0.943,0.385,0.079,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_715,715.0,0.06,0.027,0.04,1.116,0.136,0.775,0.2,0,0.8183760684,0.73088,0.86,0.9133018703,0.9818731118,0.051,0.5405405405,-0.079,0.7939195201,0.947587491,564.0,596.0,514.0,16.667,617.296,0.667,0.943,0.201,0.022,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_176,176.0,0.23,0.009,0.08,1.0,0.209,0.678,2.224,9,0.6623931624,1.0,1.0,0.9302569481,0.7270896274,0.051,0.3875968992,-0.659,1.0,0.8286732877,567.0,597.0,691.0,4.348,483.111,0.348,0.813,0.084,0.004,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_566,566.0,0.05,0.099,0.06,1.058,0.298,0.33,0.063,0,0.4722222222,0.93272,0.93,0.9910854746,0.9991188318,0.051,0.288184438,-1.365,0.9328187278,0.9951021532,610.0,598.0,810.0,20.0,202.02,1.2,0.952,0.517,0.143,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_998,998.0,0.05,0.066,0.06,1.075,0.245,0.401,0.073,0,0.5854700855,0.8875,0.909,0.9786750568,0.9978600201,0.051,0.3401360544,-0.944,0.8960761845,0.9882675385,586.0,599.0,755.0,20.0,303.03,1.2,0.952,0.422,0.095,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_728,728.0,0.1,0.023,0.025,1.139,0.091,1.215,0.583,0,0.9145299145,0.61358,0.832,0.8363922391,0.9336606244,0.051,0.7142857143,0.722,0.7308044264,0.8850264317,604.0,600.0,240.0,10.0,434.783,0.25,0.909,0.114,0.007,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_929,929.0,0.22,0.0235,0.01,1.148,0.063,1.887,1.684,0,0.9743589744,0.56192,0.821,0.7189302569,0.7950654582,0.051,0.8928571429,0.5,0.7054316393,0.7569978576,644.0,601.0,338.0,4.545,193.404,0.045,0.82,0.049,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_782,782.0,0.3,0.073,0.08,1.004,0.236,0.519,1.938,0,0.6047008547,0.99968,0.995,0.9580492921,0.7630916415,0.051,0.350877193,-0.873,0.99968,0.8605704668,582.0,602.0,745.0,3.333,45.658,0.267,0.769,0.209,0.023,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_288,288.0,0.1,0.051,0.025,1.122,0.127,0.827,0.324,0,0.8376068376,0.70232,0.853,0.9042125503,0.9662638469,0.051,0.5681818182,-0.008,0.7777518134,0.9352381986,572.0,603.0,498.0,10.0,196.078,0.25,0.909,0.169,0.015,,n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_945,945.0,0.07,0.0095,0.025,1.147,0.073,1.669,1.036,0,0.952991453,0.56782,0.822,0.7570354833,0.8766364552,0.051,0.8196721311,0.579,0.7082642479,0.8168359692,636.0,604.0,290.0,14.286,1503.789,0.357,0.935,0.087,0.004,,0,n/a,1,1,n/a,1,n/a,n/a,1,4,1,4
tc100_def_229,229.0,0.22,0.0215,0.01,1.15,0.062,1.941,1.733,0,0.9764957265,0.55,0.819,0.7094913477,0.788897281,0.051,0.9009009009,0.492,0.699757766,0.7491943143,648.0,605.0,366.0,4.545,211.395,0.045,0.82,0.047,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_584,584.0,0.22,0.0205,0.01,1.151,0.061,1.969,1.762,0,0.9786324786,0.54398,0.818,0.7045970984,0.7852467271,0.051,0.9090909091,0.484,0.6969167541,0.7449219127,650.0,606.0,381.0,4.545,221.707,0.045,0.82,0.046,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_933,933.0,0.3,0.094,0.08,1.005,0.25,0.497,1.935,0,0.5747863248,0.9995,0.994,0.9618947736,0.763469285,0.051,0.3344481605,-0.984,0.9995,0.8626820293,595.0,607.0,772.0,3.333,35.457,0.267,0.769,0.237,0.03,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_456,456.0,0.09,0.062,0.025,1.117,0.144,0.72,0.248,0,0.8012820513,0.72622,0.859,0.9229155742,0.9758308157,0.051,0.518134715,-0.143,0.7912418851,0.949373195,571.0,608.0,552.0,11.111,179.21,0.278,0.917,0.197,0.021,,n/a,0,n/a,0,n/a,1,n/a,n/a,n/a,1,2,6
tc100_def_630,630.0,0.06,0.0305,0.04,1.119,0.142,0.735,0.18,0,0.8055555556,0.71678,0.856,0.920293655,0.9843907351,0.051,0.5235602094,-0.127,0.7858658387,0.9523421951,573.0,609.0,547.0,16.667,546.459,0.667,0.943,0.214,0.024,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_78,78.0,0.1,0.026,0.025,1.14,0.096,1.148,0.521,0,0.9038461538,0.608,0.831,0.8481034784,0.9414652568,0.051,0.6896551724,0.762,0.727999834,0.8947843676,606.0,610.0,229.0,10.0,384.615,0.25,0.909,0.121,0.008,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_832,832.0,0.16,0.0545,0.01,1.143,0.087,1.26,0.837,0,0.9230769231,0.59102,0.827,0.8285264814,0.9016868077,0.051,0.7352941176,0.69,0.719562863,0.8651066445,616.0,611.0,259.0,6.25,114.679,0.062,0.862,0.088,0.004,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_809,809.0,0.07,0.002,0.025,1.055,0.055,2.71,8.73,1,0.9914529915,0.9395,0.934,0.5750742877,0.0,0.051,0.9615384615,0.437,0.9388856812,0.2875371439,661.0,612.0,470.0,14.286,7143.0,0.357,0.935,0.04,0.001,,0,n/a,0,1,n/a,1,n/a,n/a,1,3,2,4
tc100_def_435,435.0,0.06,0.02,0.035,1.132,0.115,0.952,0.285,0,0.8632478632,0.65152,0.841,0.8823632232,0.9711732125,0.051,0.6097560976,0.913,0.7503150423,0.9267682179,594.0,613.0,155.0,16.667,833.35,0.583,0.943,0.162,0.014,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_581,581.0,0.23,0.053,0.0,1.151,0.066,1.76,1.585,0,0.9679487179,0.54398,0.818,0.7411291732,0.8075276939,0.051,0.8695652174,0.524,0.6969167541,0.7743284335,645.0,614.0,322.0,4.348,82.038,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_568,568.0,0.16,0.066,0.005,1.144,0.087,1.269,0.842,0,0.9230769231,0.58528,0.826,0.8269533298,0.9010574018,0.051,0.7352941176,0.69,0.7167432373,0.8640053658,623.0,615.0,262.0,6.25,94.697,0.031,0.862,0.068,0.002,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_636,636.0,0.1,0.0265,0.025,1.141,0.097,1.138,0.513,0,0.9017094017,0.60238,0.83,0.8498514246,0.9424723061,0.051,0.6849315068,0.77,0.72519129,0.8961618654,609.0,616.0,226.0,10.0,377.358,0.25,0.909,0.122,0.008,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_87,87.0,0.3,0.007,0.01,1.107,0.052,2.745,5.865,0,0.9978632479,0.77102,0.871,0.5689564761,0.2687562941,0.051,0.9900990099,0.413,0.8176827508,0.4188563851,666.0,617.0,512.0,3.333,476.143,0.033,0.769,0.023,0.0,,0,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_576,576.0,0.1,0.099,0.0,1.126,0.129,0.819,0.328,0,0.8333333333,0.68248,0.848,0.9056109072,0.9657603223,0.051,0.5617977528,-0.024,0.7668454157,0.9356856147,590.0,618.0,522.0,10.0,101.01,,,,,"Warning: Tv is zero, Kd cannot be computed.",n/a,0,n/a,0,n/a,0,n/a,n/a,n/a,0,3,6
tc100_def_829,829.0,0.3,0.0315,0.0,1.154,0.06,2.029,1.822,0,0.9807692308,0.52568,0.814,0.6941094214,0.777693857,0.051,0.9174311927,0.476,0.6883789277,0.7359016392,655.0,619.0,408.0,3.333,105.81,,,,,"Warning: Tv is zero, Kd cannot be computed.",0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_797,797.0,0.13,0.0035,0.025,1.012,0.094,2.095,5.759,2,0.9081196581,0.99712,0.986,0.6825729768,0.2820996979,0.051,0.6993006993,0.746,0.99712,0.4823363373,613.0,620.0,239.0,7.692,2197.714,0.192,0.885,0.039,0.001,,1,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,0,8
tc100_def_124,124.0,0.07,0.0525,0.035,1.115,0.162,0.632,0.164,0,0.7628205128,0.7355,0.861,0.9382975004,0.9864048338,0.051,0.4739336493,-0.286,0.796590053,0.9623511671,587.0,621.0,589.0,14.286,272.114,0.5,0.935,0.243,0.031,,n/a,0,1,0,n/a,1,n/a,n/a,0,2,3,4
tc100_def_830,830.0,0.15,0.0055,0.08,1.0,0.207,0.752,2.895,3,0.6666666667,1.0,1.0,0.9173221465,0.6426233635,0.051,0.390625,-0.643,1.0,0.779972755,592.0,622.0,699.0,6.667,1212.182,0.533,0.87,0.081,0.004,,n/a,1,n/a,0,n/a,n/a,n/a,n/a,n/a,1,1,7
tc100_def_982,982.0,0.22,0.016,0.01,1.155,0.058,2.14,2.005,0,0.985042735,0.5195,0.813,0.674707219,0.7546576032,0.051,0.9345794393,0.46,0.6855284726,0.7146824111,660.0,623.0,445.0,4.545,284.062,0.045,0.82,0.04,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_470,470.0,0.15,0.067,0.005,1.147,0.09,1.214,0.746,0,0.9166666667,0.56782,0.822,0.8365670337,0.913141994,0.051,0.7194244604,0.714,0.7082642479,0.8748545138,632.0,624.0,256.0,6.667,99.507,0.033,0.87,0.071,0.003,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_406,406.0,0.05,0.094,0.035,1.09,0.249,0.399,0.073,0,0.5769230769,0.838,0.891,0.979024646,0.9978600201,0.051,0.3355704698,-0.976,0.8606586318,0.9884423331,608.0,625.0,778.0,20.0,212.766,0.7,0.952,0.385,0.079,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_795,795.0,0.23,0.0085,0.08,1.0,0.21,0.712,3.032,11,0.6602564103,1.0,1.0,0.9243139311,0.6253776435,0.051,0.3861003861,-0.667,1.0,0.7748457873,596.0,626.0,711.0,4.348,511.529,0.348,0.813,0.082,0.004,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_484,484.0,0.05,0.0825,0.04,1.094,0.24,0.414,0.075,0,0.5961538462,0.82328,0.886,0.9764027268,0.9976082578,0.051,0.3460207612,-0.905,0.850796448,0.9870054923,607.0,627.0,763.0,20.0,242.424,0.8,0.952,0.385,0.079,,n/a,0,1,0,n/a,1,n/a,n/a,n/a,2,2,5
tc100_def_665,665.0,0.09,0.0205,0.025,1.151,0.09,1.252,0.566,0,0.9166666667,0.54398,0.818,0.8299248383,0.9358006042,0.051,0.7194244604,0.714,0.6969167541,0.8828627213,634.0,628.0,260.0,11.111,542.0,0.278,0.917,0.113,0.007,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_532,532.0,0.07,0.099,0.01,1.116,0.178,0.576,0.153,0,0.7286324786,0.73088,0.86,0.948085999,0.9877895267,0.051,0.4405286344,-0.413,0.7939195201,0.9679377628,597.0,629.0,652.0,14.286,144.303,0.143,0.935,0.178,0.017,,n/a,0,1,0,n/a,1,n/a,n/a,0,2,3,4
tc100_def_195,195.0,0.3,0.015,0.08,1.0,0.213,0.683,3.404,14,0.6538461538,1.0,1.0,0.929382975,0.5785498489,0.051,0.3816793893,-0.69,1.0,0.753966412,605.0,630.0,723.0,3.333,222.2,0.267,0.769,0.095,0.005,,n/a,1,n/a,0,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_3,3.0,0.05,0.016,0.035,1.143,0.112,1.006,0.288,0,0.8696581197,0.59102,0.827,0.8729243139,0.970795569,0.051,0.6211180124,0.889,0.719562863,0.9218599415,615.0,631.0,189.0,20.0,1250.0,0.7,0.952,0.159,0.013,,0,n/a,1,1,n/a,1,n/a,n/a,n/a,3,1,5
tc100_def_615,615.0,0.09,0.022,0.025,1.152,0.093,1.211,0.527,0,0.9102564103,0.53792,0.816,0.8370914176,0.9407099698,0.051,0.7042253521,0.738,0.6940731935,0.8889006937,637.0,632.0,251.0,11.111,505.045,0.278,0.917,0.117,0.007,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_995,995.0,0.22,0.0135,0.01,1.158,0.057,2.285,2.304,0,0.9871794872,0.50072,0.809,0.6493619997,0.7170191339,0.051,0.9433962264,0.452,0.6769653103,0.6831905668,669.0,633.0,493.0,4.545,336.667,0.045,0.82,0.037,0.001,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_354,354.0,0.3,0.0185,0.005,1.16,0.057,2.278,2.275,0,0.9871794872,0.488,0.807,0.650585562,0.7206696878,0.051,0.9433962264,0.452,0.6712479399,0.6856276249,671.0,634.0,500.0,3.333,180.162,0.017,0.769,0.026,0.0,,0,n/a,n/a,1,n/a,0,n/a,n/a,n/a,1,2,6
tc100_def_147,147.0,0.07,0.003,0.08,1.0,0.2,0.899,3.771,11,0.6816239316,1.0,1.0,0.8916273379,0.5323514602,0.051,0.4016064257,-0.587,1.0,0.711989399,611.0,635.0,705.0,14.286,4762.0,1.143,0.935,0.088,0.004,,n/a,1,0,0,n/a,1,n/a,0,n/a,2,3,4
tc100_def_528,528.0,0.09,0.039,0.025,1.144,0.118,0.914,0.324,0,0.8568376068,0.58528,0.826,0.8890054186,0.9662638469,0.051,0.5988023952,0.937,0.7167432373,0.9276346328,627.0,636.0,171.0,11.111,284.897,0.278,0.917,0.156,0.013,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
tc100_def_737,737.0,0.09,0.037,0.025,1.146,0.115,0.939,0.337,0,0.8632478632,0.57368,0.824,0.8846355532,0.9646273917,0.051,0.6097560976,0.913,0.711093802,0.9246314725,631.0,637.0,184.0,11.111,300.297,0.278,0.917,0.152,0.012,,0,n/a,n/a,1,n/a,1,n/a,n/a,n/a,2,1,6
